"","id","unique_id","date","species","rlc_time","treatment","temp","nitrate","salinity","plant_id","n_g_m3_2d","p_g_m3_2d","treat_letter","run_combo","rlc_end_time","rlc_day","rlc_order","f0","fm","f","fm_prime","fv_fm","delta_npq","pmax","retr_max","retr_max_ypoint1","npq_max","alpha_est","alpha_se","alpha_t","alpha_pvalue","ek_est","ek_se","ek_t","ek_pvalue","lunar_phase","illumination"
"790","ul4-2","10/25/21_ul4-2",2021-10-25,"u",09:32:56,2,27,27,28,34,3.3,0.037,"c",4,09:36:59,5,3,240,1080,240,1080,0.778,0,63,63.55,63.55,0.415,0.744,NA,21.4,0,84.7,NA,11.68,0,"Waning",0.8306402241716
"791","ul4-3","10/25/21_ul4-3",2021-10-25,"u",09:37:15,3,27,53,18,34,6.4,0.41,"e",4,09:41:17,5,3,287,1199,287,1199,0.761,0,78.13,75.18,75.18,0.414,0.677,NA,26.65,0,115.4,NA,12.82,0,"Waning",0.8306402241716
"792","ul4-4","10/25/21_ul4-4",2021-10-25,"u",09:41:37,4,27,80,11,34,9.7,0.94,"f",4,09:45:39,5,3,285,1281,285,1281,0.778,0,85.09,81.9,81.9,0.599,0.7,NA,30.87,0,121.6,NA,14.55,0,"Waning",0.8306402241716
"793","hm5-1","10/25/21_hm5-1",2021-10-25,"h",09:45:56,1,30,14,35,35,1.7,0.001,"b",4,09:49:58,5,4,91,225,91,225,0.596,0,35.78,47.56,39.14,0.8,1.326,NA,5.1,0.002,27,NA,4.38,0.005,"Waning",0.8306402241716
"794","hm5-2","10/25/21_hm5-2",2021-10-25,"h",09:50:19,2,30,27,28,35,3.3,0.037,"c",4,09:54:21,5,4,99,248,99,248,0.601,0,42,50.02,44.1,0.865,0.885,NA,15.35,0,47.4,NA,10.69,0,"Waning",0.8306402241716
"795","hm5-3","10/25/21_hm5-3",2021-10-25,"h",09:54:40,3,30,53,18,35,6.4,0.41,"e",4,09:58:42,5,4,84,199,84,199,0.578,0,39.52,51.66,39.9,0.746,1.005,NA,6.12,0.001,39.3,NA,4.6,0.004,"Waning",0.8306402241716
"796","hm5-4","10/25/21_hm5-4",2021-10-25,"h",09:59:27,4,30,80,11,35,9.7,0.94,"f",4,10:03:29,5,4,62,109,62,109,0.431,0,44.83,45.36,45.36,0.313,0.537,NA,11.77,0,83.6,NA,6.46,0.001,"Waning",0.8306402241716
"797","ul5-1","10/25/21_ul5-1",2021-10-25,"u",10:03:48,1,30,14,35,35,1.7,0.001,"b",4,10:07:50,5,4,217,1182,217,1182,0.816,0,82.29,82.32,82.32,0.463,0.706,NA,26.68,0,116.6,NA,12.79,0,"Waning",0.8306402241716
"798","ul5-2","10/25/21_ul5-2",2021-10-25,"u",10:08:07,2,30,27,28,35,3.3,0.037,"c",4,10:12:10,5,4,206,1075,206,1075,0.808,0,95.4,88.2,88.2,0.479,0.668,NA,26.89,0,142.8,NA,11.91,0,"Waning",0.8306402241716
"799","ul5-3","10/25/21_ul5-3",2021-10-25,"u",10:12:33,3,30,53,18,35,6.4,0.41,"e",4,10:16:35,5,4,226,1103,226,1103,0.795,0,90.45,89.88,89.88,0.342,0.74,NA,48.08,0,122.2,NA,22.63,0,"Waning",0.8306402241716
"800","ul5-4","10/25/21_ul5-4",2021-10-25,"u",10:16:55,4,30,80,11,35,9.7,0.94,"f",4,10:20:57,5,4,214,1159,214,1159,0.815,0,111.1,102.9,102.9,0.727,0.648,NA,21.08,0,171.5,NA,8.7,0,"Waning",0.8306402241716
"801","hm6-1","10/25/21_hm6-1",2021-10-25,"h",10:21:30,1,30,14,35,36,1.7,0.001,"b",4,10:25:33,5,5,130,362,130,362,0.641,0,37.03,37.72,37.35,1.011,4.774,NA,0.1,0.927,7.8,NA,0.1,0.927,"Waning",0.8306402241716
"802","hm6-2","10/25/21_hm6-2",2021-10-25,"h",10:26:12,2,30,27,28,36,3.3,0.037,"c",4,10:30:14,5,5,129,343,129,343,0.624,0,33.83,41.82,37.91,0.895,1.527,NA,4.94,0.003,22.2,NA,4.47,0.004,"Waning",0.8306402241716
"803","hm6-3","10/25/21_hm6-3",2021-10-25,"h",10:30:34,3,30,53,18,36,6.4,0.41,"e",4,10:34:36,5,5,134,357,134,357,0.625,0,34.79,50.02,41.04,0.909,1.635,NA,2.67,0.037,21.3,NA,2.44,0.051,"Waning",0.8306402241716
"804","hm6-4","10/25/21_hm6-4",2021-10-25,"h",10:35:13,4,30,80,11,36,9.7,0.94,"f",4,10:39:15,5,5,102,212,102,212,0.519,0,40.6,54.12,37.38,0.514,0.747,NA,6.6,0.001,54.3,NA,4.34,0.005,"Waning",0.8306402241716
"805","ul6-1","10/25/21_ul6-1",2021-10-25,"u",10:39:33,1,30,14,35,36,1.7,0.001,"b",4,10:43:36,5,5,266,1128,266,1128,0.764,0,62.64,63.27,63.27,0.444,0.732,NA,21.13,0,85.6,NA,11.48,0,"Waning",0.8306402241716
"806","ul6-2","10/25/21_ul6-2",2021-10-25,"u",10:43:57,2,30,27,28,36,3.3,0.037,"c",4,10:47:59,5,5,279,1271,279,1271,0.78,0,60.36,60.99,60.99,0.435,0.752,NA,22.14,0,80.3,NA,12.36,0,"Waning",0.8306402241716
"807","ul6-3","10/25/21_ul6-3",2021-10-25,"u",10:48:15,3,30,53,18,36,6.4,0.41,"e",4,10:52:18,5,5,282,1239,282,1239,0.772,0,70.3,68.88,68.88,0.429,0.699,NA,23.48,0,100.6,NA,11.94,0,"Waning",0.8306402241716
"808","ul6-4","10/25/21_ul6-4",2021-10-25,"u",10:52:37,4,30,80,11,36,9.7,0.94,"f",4,10:56:40,5,5,277,1214,277,1214,0.772,0,77.88,77.28,77.28,0.454,0.689,NA,34.34,0,113.1,NA,16.66,0,"Waning",0.8306402241716
"809","hm1-1","10/25/21_hm1-1",2021-10-25,"h",10:57:11,1,20,14,35,31,1.7,0.001,"b",4,11:01:13,5,6,106,269,106,269,0.606,0,90.87,85.78,85.78,0.949,0.758,NA,21.56,0,119.9,NA,10.22,0,"Waning",0.8306402241716
"810","hm1-2","10/25/21_hm1-2",2021-10-25,"h",11:01:36,2,20,27,28,31,3.3,0.037,"c",4,11:05:38,5,6,165,434,165,434,0.62,0,61.29,74.62,63.84,1,0.745,NA,30.23,0,82.3,NA,16.7,0,"Waning",0.8306402241716
"811","hm1-3","10/25/21_hm1-3",2021-10-25,"h",11:05:58,3,20,53,18,31,6.4,0.41,"e",4,11:10:00,5,6,124,326,124,326,0.62,0,65.96,62.41,62.41,0.94,0.773,NA,12.44,0,85.4,NA,6.77,0.001,"Waning",0.8306402241716
"812","hm1-4","10/25/21_hm1-4",2021-10-25,"h",11:10:19,4,20,80,11,31,9.7,0.94,"f",4,11:14:22,5,6,144,280,144,280,0.486,0,42.74,43.46,40.18,0.414,0.653,NA,9.96,0,65.4,NA,6.06,0.001,"Waning",0.8306402241716
"813","ul1-1","10/25/21_ul1-1",2021-10-25,"u",11:14:45,1,20,14,35,31,1.7,0.001,"b",4,11:18:47,5,6,209,848,209,848,0.754,0,60.28,60.99,60.99,0.618,0.684,NA,16.24,0,88.2,NA,8.72,0,"Waning",0.8306402241716
"814","ul1-2","10/25/21_ul1-2",2021-10-25,"u",11:19:04,2,20,27,28,31,3.3,0.037,"c",4,11:23:06,5,6,265,1101,265,1101,0.759,0,46.22,48.07,48.07,0.872,0.779,NA,8.21,0,59.4,NA,5.21,0.002,"Waning",0.8306402241716
"815","ul1-3","10/25/21_ul1-3",2021-10-25,"u",11:23:27,3,20,53,18,31,6.4,0.41,"e",4,11:27:29,5,6,267,1345,267,1345,0.801,0,80.87,81.06,81.06,0.501,0.714,NA,53.65,0,113.2,NA,26.01,0,"Waning",0.8306402241716
"816","ul1-4","10/25/21_ul1-4",2021-10-25,"u",11:27:56,4,20,80,11,31,9.7,0.94,"f",4,11:31:58,5,6,268,1121,268,1121,0.761,0,80.38,76.86,76.86,0.691,0.744,NA,18.58,0,108,NA,9.18,0,"Waning",0.8306402241716
"817","hm4-1","10/29/21_hm4-1",2021-10-29,"h",08:06:54,1,27,14,35,34,1.7,0.001,"b",4,08:10:56,9,1,102,276,102,276,0.63,0,35.43,52.48,37.34,0.903,0.567,NA,11.41,0,62.5,NA,7.08,0,"Waning",0.475611023033516
"818","hm4-2","10/29/21_hm4-2",2021-10-29,"h",08:11:33,2,27,27,28,34,3.3,0.037,"c",4,08:15:36,9,1,81,238,81,238,0.66,0,32.47,38.22,38.19,1.125,0.708,NA,8.71,0,45.9,NA,6.15,0.001,"Waning",0.475611023033516
"819","hm4-3","10/29/21_hm4-3",2021-10-29,"h",08:16:24,3,27,53,18,34,6.4,0.41,"e",4,08:20:27,9,1,113,300,113,300,0.623,0,28.62,34.44,32.77,1.027,1.491,NA,2.96,0.025,19.2,NA,2.76,0.033,"Waning",0.475611023033516
"820","hm4-4","10/29/21_hm4-4",2021-10-29,"h",08:20:48,4,27,80,11,34,9.7,0.94,"f",4,08:24:50,9,1,91,208,91,208,0.562,0,31.77,45.92,32.11,0.664,1.022,NA,6.37,0.001,31.1,NA,5.22,0.002,"Waning",0.475611023033516
"821","ul4-1","10/29/21_ul4-1",2021-10-29,"u",08:25:23,1,27,14,35,34,1.7,0.001,"b",4,08:29:25,9,1,216,925,216,925,0.766,0,52.04,53.01,53.01,0.434,0.797,NA,10.2,0,65.3,NA,6.21,0.001,"Waning",0.475611023033516
"822","ul4-2","10/29/21_ul4-2",2021-10-29,"u",08:30:02,2,27,27,28,34,3.3,0.037,"c",4,08:34:05,9,1,246,1116,246,1116,0.78,0,65.12,64.26,64.26,0.388,0.643,NA,28.93,0,101.2,NA,14.67,0,"Waning",0.475611023033516
"823","ul4-3","10/29/21_ul4-3",2021-10-29,"u",08:34:29,3,27,53,18,34,6.4,0.41,"e",4,08:38:31,9,1,309,1230,309,1230,0.749,0,74.16,71.4,71.4,0.323,0.648,NA,29.59,0,114.4,NA,14.29,0,"Waning",0.475611023033516
"824","ul4-4","10/29/21_ul4-4",2021-10-29,"u",08:38:47,4,27,80,11,34,9.7,0.94,"f",4,08:42:49,9,1,274,1288,274,1288,0.787,0,81.79,78.12,78.12,0.541,0.686,NA,31.83,0,119.2,NA,15.12,0,"Waning",0.475611023033516
"825","hm5-1","10/29/21_hm5-1",2021-10-29,"h",08:43:18,1,30,14,35,35,1.7,0.001,"b",4,08:47:21,9,2,120,295,120,295,0.593,0,25.21,30.34,25.46,0.715,0.4,NA,20.81,0,63.1,NA,12.87,0,"Waning",0.475611023033516
"826","hm5-2","10/29/21_hm5-2",2021-10-29,"h",08:47:39,2,30,27,28,35,3.3,0.037,"c",4,08:51:42,9,2,138,348,138,348,0.603,0,28.53,41.82,29.64,0.912,0.522,NA,11.41,0,54.7,NA,7.49,0,"Waning",0.475611023033516
"827","hm5-3","10/29/21_hm5-3",2021-10-29,"h",08:52:05,3,30,53,18,35,6.4,0.41,"e",4,08:56:07,9,2,94,221,94,221,0.575,0,32.13,40.18,34.77,0.797,0.598,NA,8.54,0,53.7,NA,5.65,0.001,"Waning",0.475611023033516
"828","hm5-4","10/29/21_hm5-4",2021-10-29,"h",08:56:22,4,30,80,11,35,9.7,0.94,"f",4,09:00:24,9,2,89,228,89,228,0.61,0,46.02,46.74,44.84,0.357,0.728,NA,14.5,0,63.2,NA,8.95,0,"Waning",0.475611023033516
"829","ul5-1","10/29/21_ul5-1",2021-10-29,"u",09:00:52,1,30,14,35,35,1.7,0.001,"b",4,09:04:55,9,2,237,1185,237,1185,0.8,0,58.2,59.56,59.56,0.304,0.757,NA,19.42,0,76.8,NA,11.04,0,"Waning",0.475611023033516
"830","ul5-2","10/29/21_ul5-2",2021-10-29,"u",09:05:13,2,30,27,28,35,3.3,0.037,"c",4,09:09:16,9,2,214,1101,214,1101,0.806,0,72.64,73.5,73.5,0.368,0.7,NA,26.39,0,103.7,NA,13.26,0,"Waning",0.475611023033516
"831","ul5-3","10/29/21_ul5-3",2021-10-29,"u",09:09:51,3,30,53,18,35,6.4,0.41,"e",4,09:13:54,9,2,234,1296,234,1296,0.819,0,83.09,82.32,82.32,0.424,0.717,NA,44.75,0,115.8,NA,21.5,0,"Waning",0.475611023033516
"832","ul5-4","10/29/21_ul5-4",2021-10-29,"u",09:14:10,4,30,80,11,35,9.7,0.94,"f",4,09:18:12,9,2,276,1289,276,1289,0.786,0,71.87,69.83,69.83,0.485,0.674,NA,19.49,0,106.6,NA,9.68,0,"Waning",0.475611023033516
"833","hm6-1","10/29/21_hm6-1",2021-10-29,"h",09:18:46,1,30,14,35,36,1.7,0.001,"b",4,09:22:48,9,3,130,321,130,321,0.595,0,31.26,39.36,33.06,0.698,0.555,NA,15.96,0,56.4,NA,10.35,0,"Waning",0.475611023033516
"834","hm6-2","10/29/21_hm6-2",2021-10-29,"h",09:23:06,2,30,27,28,36,3.3,0.037,"c",4,09:27:08,9,3,132,333,132,333,0.604,0,34.3,50.02,32.49,0.8,0.545,NA,15.41,0,62.9,NA,9.54,0,"Waning",0.475611023033516
"835","hm6-3","10/29/21_hm6-3",2021-10-29,"h",09:27:28,3,30,53,18,36,6.4,0.41,"e",4,09:31:31,9,3,98,255,98,255,0.616,0,33.98,52.48,44.52,0.809,0.896,NA,6.6,0.001,37.9,NA,5.03,0.002,"Waning",0.475611023033516
"836","hm6-4","10/29/21_hm6-4",2021-10-29,"h",09:32:06,4,30,80,11,36,9.7,0.94,"f",4,09:36:08,9,3,109,239,109,239,0.544,0,24.83,41.82,28.79,0.719,1.111,NA,2.48,0.048,22.4,NA,2.24,0.067,"Waning",0.475611023033516
"837","ul6-1","10/29/21_ul6-1",2021-10-29,"u",09:36:32,1,30,14,35,36,1.7,0.001,"b",4,09:40:35,9,3,244,1115,244,1115,0.781,0,60.04,60.99,60.99,0.437,0.726,NA,20.34,0,82.6,NA,11.22,0,"Waning",0.475611023033516
"838","ul6-2","10/29/21_ul6-2",2021-10-29,"u",09:41:01,2,30,27,28,36,3.3,0.037,"c",4,09:45:03,9,3,272,1204,272,1204,0.774,0,54.24,55.86,55.86,0.306,0.68,NA,22.64,0,79.8,NA,12.67,0,"Waning",0.475611023033516
"839","ul6-3","10/29/21_ul6-3",2021-10-29,"u",09:45:32,3,30,53,18,36,6.4,0.41,"e",4,09:49:34,9,3,286,1238,286,1238,0.769,0,62.12,61.56,61.56,0.296,0.687,NA,31.05,0,90.4,NA,16.5,0,"Waning",0.475611023033516
"840","ul6-4","10/29/21_ul6-4",2021-10-29,"u",09:50:04,4,30,80,11,36,9.7,0.94,"f",4,09:54:06,9,3,313,1459,313,1459,0.785,0,61.17,58.71,58.71,0.582,0.6,NA,16.58,0,102,NA,8.38,0,"Waning",0.475611023033516
"841","hm1-1","10/29/21_hm1-1",2021-10-29,"h",09:54:43,1,20,14,35,31,1.7,0.001,"b",4,09:58:45,9,4,133,341,133,341,0.61,0,63.25,68.06,60.42,0.927,0.726,NA,28.45,0,87.1,NA,15.35,0,"Waning",0.475611023033516
"842","hm1-2","10/29/21_hm1-2",2021-10-29,"h",09:59:19,2,20,27,28,31,3.3,0.037,"c",4,10:03:21,9,4,172,428,172,428,0.598,0,35.07,37.72,33.91,0.885,0.583,NA,20.52,0,60.1,NA,12.94,0,"Waning",0.475611023033516
"843","hm1-3","10/29/21_hm1-3",2021-10-29,"h",10:03:42,3,20,53,18,31,6.4,0.41,"e",4,10:07:44,9,4,147,349,147,349,0.579,0,55.61,65.6,52.44,0.95,0.505,NA,18.06,0,110.2,NA,8.85,0,"Waning",0.475611023033516
"844","hm1-4","10/29/21_hm1-4",2021-10-29,"h",10:08:12,4,20,80,11,31,9.7,0.94,"f",4,10:12:14,9,4,128,295,128,295,0.566,0,45.72,59.04,46.2,0.63,0.635,NA,23.98,0,72,NA,14.01,0,"Waning",0.475611023033516
"845","ul1-1","10/29/21_ul1-1",2021-10-29,"u",10:12:34,1,20,14,35,31,1.7,0.001,"b",4,10:16:36,9,4,256,1094,256,1094,0.766,0,61.71,61.84,61.84,0.505,0.707,NA,16.98,0,87.3,NA,9.15,0,"Waning",0.475611023033516
"846","ul1-2","10/29/21_ul1-2",2021-10-29,"u",10:17:46,2,20,27,28,31,3.3,0.037,"c",4,10:21:49,9,4,299,1200,299,1200,0.751,0,47.76,49.3,49.3,0.739,0.689,NA,17.5,0,69.3,NA,10.39,0,"Waning",0.475611023033516
"847","ul1-3","10/29/21_ul1-3",2021-10-29,"u",10:22:05,3,20,53,18,31,6.4,0.41,"e",4,10:26:07,9,4,277,1271,277,1271,0.782,0,86.65,82.32,82.32,0.515,0.622,NA,34.37,0,139.4,NA,15.36,0,"Waning",0.475611023033516
"848","ul1-4","10/29/21_ul1-4",2021-10-29,"u",10:26:32,4,20,80,11,31,9.7,0.94,"f",4,10:30:34,9,4,383,1330,383,1330,0.712,0,61.32,59.56,59.56,0.513,0.674,NA,15.98,0,91,NA,8.47,0,"Waning",0.475611023033516
"849","hm2-1","10/29/21_hm2-1",2021-10-29,"h",10:31:25,1,20,14,35,32,1.7,0.001,"b",4,10:35:27,9,5,157,382,157,382,0.589,0,71.23,68.88,64.26,0.777,0.467,NA,19.82,0,152.7,NA,8.56,0,"Waning",0.475611023033516
"850","hm2-2","10/29/21_hm2-2",2021-10-29,"h",10:36:29,2,20,27,28,32,3.3,0.037,"c",4,10:40:31,9,5,125,345,125,345,0.638,0,96.63,90.2,90.2,1.117,0.656,NA,15.81,0,147.4,NA,6.92,0,"Waning",0.475611023033516
"851","hm2-3","10/29/21_hm2-3",2021-10-29,"h",10:40:55,3,20,53,18,32,6.4,0.41,"e",4,10:44:57,9,5,122,267,122,267,0.543,0,43.86,66.42,48.72,0.628,0.675,NA,12.55,0,65,NA,7.66,0,"Waning",0.475611023033516
"852","hm2-4","10/29/21_hm2-4",2021-10-29,"h",10:45:42,4,20,80,11,32,9.7,0.94,"f",4,10:49:44,9,5,130,298,130,298,0.564,0,71.29,66.42,66.36,0.628,0.599,NA,19.8,0,119,NA,9.41,0,"Waning",0.475611023033516
"853","ul2-1","10/29/21_ul2-1",2021-10-29,"u",10:50:08,1,20,14,35,32,1.7,0.001,"b",4,10:54:10,9,5,204,1011,204,1011,0.798,0,86.48,83.58,83.58,0.602,0.68,NA,37.13,0,127.1,NA,17.2,0,"Waning",0.475611023033516
"854","ul2-2","10/29/21_ul2-2",2021-10-29,"u",10:54:35,2,20,27,28,32,3.3,0.037,"c",4,10:58:38,9,5,272,1130,272,1130,0.759,0,44.01,45.88,45.88,1.018,0.757,NA,16.87,0,58.2,NA,10.79,0,"Waning",0.475611023033516
"855","ul2-3","10/29/21_ul2-3",2021-10-29,"u",10:59:02,3,20,53,18,32,6.4,0.41,"e",4,11:03:05,9,5,247,1218,247,1218,0.797,0,102.18,94.92,94.92,0.603,0.634,NA,37.43,0,161.1,NA,15.83,0,"Waning",0.475611023033516
"856","ul2-4","10/29/21_ul2-4",2021-10-29,"u",11:03:53,4,20,80,11,32,9.7,0.94,"f",4,11:07:55,9,5,336,1438,336,1438,0.766,0,76.56,73.5,73.5,0.482,0.643,NA,27.95,0,119.1,NA,13.28,0,"Waning",0.475611023033516
"857","hm3-1","10/29/21_hm3-1",2021-10-29,"h",11:08:39,1,27,14,35,33,1.7,0.001,"b",4,11:12:42,9,6,185,482,185,482,0.616,0,38.84,42,40.47,0.799,0.884,NA,17.66,0,43.9,NA,12.7,0,"Waning",0.475611023033516
"858","hm3-2","10/29/21_hm3-2",2021-10-29,"h",11:13:31,2,27,27,28,33,3.3,0.037,"c",4,11:17:33,9,6,156,411,156,411,0.62,0,26.03,38.54,27.55,0.811,0.894,NA,5.5,0.002,29.1,NA,4.61,0.004,"Waning",0.475611023033516
"859","hm3-3","10/29/21_hm3-3",2021-10-29,"h",11:18:32,3,27,53,18,33,6.4,0.41,"e",4,11:22:34,9,6,121,316,121,316,0.617,0,35.05,44.28,34.77,1.026,0.996,NA,10.64,0,35.2,NA,8.34,0,"Waning",0.475611023033516
"860","hm3-4","10/29/21_hm3-4",2021-10-29,"h",11:23:47,4,27,80,11,33,9.7,0.94,"f",4,11:27:49,9,6,152,326,152,326,0.534,0,28.87,33.62,26.82,0.59,0.532,NA,5.77,0.001,54.3,NA,3.8,0.009,"Waning",0.475611023033516
"861","ul3-1","10/29/21_ul3-1",2021-10-29,"u",11:28:09,1,27,14,35,33,1.7,0.001,"b",4,11:32:12,9,6,217,923,217,923,0.765,0,44.1,45.79,45.79,0.382,0.825,NA,10.62,0,53.4,NA,7.04,0,"Waning",0.475611023033516
"862","ul3-2","10/29/21_ul3-2",2021-10-29,"u",11:32:43,2,27,27,28,33,3.3,0.037,"c",4,11:36:45,9,6,246,1092,246,1092,0.775,0,50.53,52.16,52.16,0.736,0.738,NA,25.18,0,68.5,NA,15.03,0,"Waning",0.475611023033516
"863","ul3-3","10/29/21_ul3-3",2021-10-29,"u",11:37:02,3,27,53,18,33,6.4,0.41,"e",4,11:41:04,9,6,275,1267,275,1267,0.783,0,78.69,75.18,75.18,0.466,0.625,NA,33.87,0,125.9,NA,15.75,0,"Waning",0.475611023033516
"864","ul3-4","10/29/21_ul3-4",2021-10-29,"u",11:41:31,4,27,80,11,33,9.7,0.94,"f",4,11:45:33,9,6,282,1277,282,1277,0.779,0,82.55,78.96,78.96,0.682,0.671,NA,25.46,0,123.1,NA,11.95,0,"Waning",0.475611023033516
"865","hm1-1","11/1/21_hm1-1",2021-11-01,"h",08:31:02,1,20,14,35,37,1.7,0.001,"b",5,08:35:05,1,1,79,240,79,240,0.671,0,85.84,116.44,116.44,1.143,0.878,NA,22.09,0,97.8,NA,11.36,0,"New",0.187810922583006
"866","hm1-2","11/1/21_hm1-2",2021-11-01,"h",08:35:30,2,20,27,28,37,3.3,0.037,"c",5,08:39:32,1,1,91,251,91,251,0.637,0,55.76,76.26,63.13,0.806,0.848,NA,16.46,0,65.7,NA,10,0,"New",0.187810922583006
"867","hm1-3","11/1/21_hm1-3",2021-11-01,"h",08:39:50,3,20,53,18,37,6.4,0.41,"e",5,08:43:53,1,1,110,336,110,336,0.673,0,61.99,73.8,65.52,0.942,0.784,NA,23.66,0,79.1,NA,13.29,0,"New",0.187810922583006
"868","hm1-4","11/1/21_hm1-4",2021-11-01,"h",08:44:42,4,20,80,11,37,9.7,0.94,"f",5,08:48:45,1,1,81,234,81,234,0.654,0,79.74,87.74,87.74,0.934,0.765,NA,20.83,0,104.2,NA,10.44,0,"New",0.187810922583006
"869","ul1-1","11/1/21_ul1-1",2021-11-01,"u",08:49:07,1,20,14,35,37,1.7,0.001,"b",5,08:53:09,1,1,232,1070,232,1070,0.783,0,91.91,84.84,84.84,0.503,0.636,NA,17.1,0,144.5,NA,7.54,0,"New",0.187810922583006
"870","ul1-2","11/1/21_ul1-2",2021-11-01,"u",08:54:04,2,20,27,28,37,3.3,0.037,"c",5,08:58:07,1,1,195,965,195,965,0.798,0,79.34,76.38,76.38,0.529,0.709,NA,24.59,0,112,NA,11.98,0,"New",0.187810922583006
"871","ul1-3","11/1/21_ul1-3",2021-11-01,"u",08:58:48,3,20,53,18,37,6.4,0.41,"e",5,09:02:50,1,1,188,901,188,901,0.791,0,96.27,89.04,89.04,0.635,0.64,NA,17.83,0,150.5,NA,7.74,0,"New",0.187810922583006
"872","ul1-4","11/1/21_ul1-4",2021-11-01,"u",09:03:05,4,20,80,11,37,9.7,0.94,"f",5,09:07:07,1,1,187,943,187,943,0.802,0,108.53,96.6,96.6,0.604,0.62,NA,18.94,0,175,NA,7.76,0,"New",0.187810922583006
"873","hm2-1","11/1/21_hm2-1",2021-11-01,"h",09:07:49,1,20,14,35,38,1.7,0.001,"b",5,09:11:51,1,2,95,252,95,252,0.623,0,78.33,89.38,89.38,0.826,0.605,NA,14.52,0,129.4,NA,6.68,0.001,"New",0.187810922583006
"874","hm2-2","11/1/21_hm2-2",2021-11-01,"h",09:12:10,2,20,27,28,38,3.3,0.037,"c",5,09:16:12,1,2,115,316,115,316,0.636,0,67.81,66.42,62.98,0.756,0.549,NA,18.45,0,123.4,NA,8.65,0,"New",0.187810922583006
"875","hm2-3","11/1/21_hm2-3",2021-11-01,"h",09:17:09,3,20,53,18,38,6.4,0.41,"e",5,09:21:11,1,2,74,188,74,188,0.606,0,64.52,84.46,84.46,0.79,0.555,NA,15.59,0,116.3,NA,7.48,0,"New",0.187810922583006
"876","hm2-4","11/1/21_hm2-4",2021-11-01,"h",09:21:54,4,20,80,11,38,9.7,0.94,"f",5,09:25:56,1,2,101,281,101,281,0.641,0,85.99,81.9,81.9,0.873,0.609,NA,23.65,0,141.3,NA,10.52,0,"New",0.187810922583006
"877","ul2-1","11/1/21_ul2-1",2021-11-01,"u",09:26:15,1,20,14,35,38,1.7,0.001,"b",5,09:30:17,1,2,216,1096,216,1096,0.803,0,104.91,97.58,97.58,0.648,0.623,NA,35.38,0,168.4,NA,14.71,0,"New",0.187810922583006
"878","ul2-2","11/1/21_ul2-2",2021-11-01,"u",09:30:49,2,20,27,28,38,3.3,0.037,"c",5,09:34:51,1,2,238,1124,238,1124,0.788,0,80.15,78.54,78.54,0.572,0.685,NA,24.7,0,117,NA,11.83,0,"New",0.187810922583006
"879","ul2-4","11/1/21_ul2-4",2021-11-01,"u",09:35:25,4,20,80,11,38,9.7,0.94,"f",5,09:39:27,1,2,208,932,208,932,0.777,0,63.12,64.7,64.7,0.632,0.743,NA,19.13,0,84.9,NA,10.43,0,"New",0.187810922583006
"880","ul2-3","11/1/21_ul2-3",2021-11-01,"u",09:39:47,3,20,53,18,38,6.4,0.41,"e",5,09:43:50,1,2,226,1069,226,1069,0.789,0,81.16,78.95,78.95,0.556,0.698,NA,22.29,0,116.3,NA,10.69,0,"New",0.187810922583006
"881","hm3-1","11/1/21_hm3-1",2021-11-01,"h",09:44:42,1,27,14,35,39,1.7,0.001,"b",5,09:48:45,1,3,83,233,83,233,0.644,0,60.45,69.7,59.85,0.942,0.601,NA,16.7,0,100.5,NA,8.49,0,"New",0.187810922583006
"882","hm3-2","11/1/21_hm3-2",2021-11-01,"h",09:49:55,2,27,27,28,39,3.3,0.037,"c",5,09:53:57,1,3,97,301,97,301,0.678,0,75.18,78.72,75.53,1.09,0.882,NA,20.63,0,85.2,NA,11.23,0,"New",0.187810922583006
"883","hm3-3","11/1/21_hm3-3",2021-11-01,"h",09:54:48,3,27,53,18,39,6.4,0.41,"e",5,09:58:50,1,3,86,264,86,264,0.674,0,65.74,76.88,76.88,1.164,0.788,NA,29.72,0,83.5,NA,16.32,0,"New",0.187810922583006
"884","hm3-4","11/1/21_hm3-4",2021-11-01,"h",10:00:00,4,27,80,11,39,9.7,0.94,"f",5,10:04:02,1,3,80,244,80,244,0.672,0,61.36,82,54.6,1.44,0.7,NA,11.09,0,87.7,NA,5.97,0.001,"New",0.187810922583006
"885","ul3-1","11/1/21_ul3-1",2021-11-01,"u",10:04:43,1,27,14,35,39,1.7,0.001,"b",5,10:08:45,1,3,224,920,224,920,0.757,0,57.42,58.71,58.71,0.496,0.722,NA,16.57,0,79.5,NA,9.29,0,"New",0.187810922583006
"886","ul3-2","11/1/21_ul3-2",2021-11-01,"u",10:09:21,2,27,27,28,39,3.3,0.037,"c",5,10:13:24,1,3,236,1027,236,1027,0.77,0,57.63,57.86,57.86,0.648,0.772,NA,14.19,0,74.7,NA,8.17,0,"New",0.187810922583006
"887","ul3-3","11/1/21_ul3-3",2021-11-01,"u",10:13:48,3,27,53,18,39,6.4,0.41,"e",5,10:17:50,1,3,176,750,176,750,0.765,0,55.89,56.15,56.15,0.494,0.785,NA,13.1,0,71.2,NA,7.69,0,"New",0.187810922583006
